product_name,product_description,category,brand,price,quantity
Pigeon Max Keyboard 1239,Max keyboard from Pigeon suitable for everyday use.,Kitchen,Pigeon,106623,108
Peter England Lite Headphones 1240,Lite headphones from Peter England suitable for everyday use.,Clothing,Peter England,107419,138
Borosil Plus Mixer 1241,Plus mixer from Borosil suitable for everyday use.,Kitchen,Borosil,128829,106
Maybelline Elite TV 1242,Elite tv from Maybelline suitable for everyday use.,Beauty,Maybelline,12948,74
HarperCollins Plus Cooker 1243,Plus cooker from HarperCollins suitable for everyday use.,Books,HarperCollins,76785,142
Nivia Lite Laptop 1244,Lite laptop from Nivia suitable for everyday use.,Sports,Nivia,112951,90
Ikea Plus Watch 1245,Plus watch from Ikea suitable for everyday use.,Home,Ikea,92661,117
Cosco Smart Rice 1246,Smart rice from Cosco suitable for everyday use.,Sports,Cosco,35366,153
Maybelline Elite Keyboard 1247,Elite keyboard from Maybelline suitable for everyday use.,Beauty,Maybelline,130709,62
Tata Pro Cooker 1248,Pro cooker from Tata suitable for everyday use.,Grocery,Tata,122850,99
Samsung Plus Phone 1249,Plus phone from Samsung suitable for everyday use.,Electronics,Samsung,106745,124
Apple Smart Shirt 1250,Smart shirt from Apple suitable for everyday use.,Electronics,Apple,148927,175
Peter England Plus Book 1251,Plus book from Peter England suitable for everyday use.,Clothing,Peter England,141538,118
Louis Philippe Eco Watch 1252,Eco watch from Louis Philippe suitable for everyday use.,Clothing,Louis Philippe,118045,40
Nike Lite Jeans 1253,Lite jeans from Nike suitable for everyday use.,Footwear,Nike,74916,25
Ikea Pro Rice 1254,Pro rice from Ikea suitable for everyday use.,Home,Ikea,7811,172
Prestige Elite Watch 1255,Elite watch from Prestige suitable for everyday use.,Kitchen,Prestige,86929,110
Allen Solly Lite Laptop 1256,Lite laptop from Allen Solly suitable for everyday use.,Clothing,Allen Solly,48249,60
Sony Eco Book 1257,Eco book from Sony suitable for everyday use.,Electronics,Sony,7460,138
Aashirvaad Premium Mixer 1258,Premium mixer from Aashirvaad suitable for everyday use.,Grocery,Aashirvaad,50220,71
Yonex Smart Cooker 1259,Smart cooker from Yonex suitable for everyday use.,Sports,Yonex,125305,36
Louis Philippe Smart Rice 1260,Smart rice from Louis Philippe suitable for everyday use.,Clothing,Louis Philippe,70612,103
Adidas Eco Keyboard 1261,Eco keyboard from Adidas suitable for everyday use.,Footwear,Adidas,25052,46
Fortune Classic Book 1262,Classic book from Fortune suitable for everyday use.,Grocery,Fortune,96494,193
Yonex Pro Laptop 1263,Pro laptop from Yonex suitable for everyday use.,Sports,Yonex,149570,148
Zebronics Eco Laptop 1264,Eco laptop from Zebronics suitable for everyday use.,Accessories,Zebronics,107668,189
Butterfly Smart Book 1265,Smart book from Butterfly suitable for everyday use.,Kitchen,Butterfly,53122,4
Cello Eco Shirt 1266,Eco shirt from Cello suitable for everyday use.,Home,Cello,17064,19
Aashirvaad Classic Monitor 1267,Classic monitor from Aashirvaad suitable for everyday use.,Grocery,Aashirvaad,56554,95
Aashirvaad Max TV 1268,Max tv from Aashirvaad suitable for everyday use.,Grocery,Aashirvaad,119511,154
Samsung Premium Bottle 1269,Premium bottle from Samsung suitable for everyday use.,Electronics,Samsung,8068,199
Adidas Eco Headphones 1270,Eco headphones from Adidas suitable for everyday use.,Footwear,Adidas,19486,16
Milton Lite Jeans 1271,Lite jeans from Milton suitable for everyday use.,Home,Milton,23505,61
Loreal Lite Phone 1272,Lite phone from Loreal suitable for everyday use.,Beauty,Loreal,73430,46
Ikea Eco Keyboard 1273,Eco keyboard from Ikea suitable for everyday use.,Home,Ikea,66413,148
Zebronics Eco Rice 1274,Eco rice from Zebronics suitable for everyday use.,Accessories,Zebronics,72798,32
Packt Pro Rice 1275,Pro rice from Packt suitable for everyday use.,Books,Packt,63277,70
Nestle Pro Speaker 1276,Pro speaker from Nestle suitable for everyday use.,Grocery,Nestle,128278,167
Pigeon Smart Ball 1277,Smart ball from Pigeon suitable for everyday use.,Kitchen,Pigeon,44753,157
Milton Plus Shoes 1278,Plus shoes from Milton suitable for everyday use.,Kitchen,Milton,53689,159
Penguin Max Cooker 1279,Max cooker from Penguin suitable for everyday use.,Books,Penguin,58849,174
Milton Eco Book 1280,Eco book from Milton suitable for everyday use.,Home,Milton,82876,182
Home Centre Max Keyboard 1281,Max keyboard from Home Centre suitable for everyday use.,Home,Home Centre,139558,25
HarperCollins Plus Shirt 1282,Plus shirt from HarperCollins suitable for everyday use.,Books,HarperCollins,130427,40
Maybelline Plus Jeans 1283,Plus jeans from Maybelline suitable for everyday use.,Beauty,Maybelline,145020,83
Portronics Max Headphones 1284,Max headphones from Portronics suitable for everyday use.,Accessories,Portronics,52503,88
Ikea Lite Laptop 1285,Lite laptop from Ikea suitable for everyday use.,Home,Ikea,32628,133
Cello Pro Shoes 1286,Pro shoes from Cello suitable for everyday use.,Home,Cello,107262,188
Lakme Plus Bottle 1287,Plus bottle from Lakme suitable for everyday use.,Beauty,Lakme,114141,25
Penguin Max Bottle 1288,Max bottle from Penguin suitable for everyday use.,Books,Penguin,121367,36
Dell Elite Watch 1289,Elite watch from Dell suitable for everyday use.,Electronics,Dell,143949,58
SG Plus Shirt 1290,Plus shirt from SG suitable for everyday use.,Sports,SG,149560,82
HarperCollins Classic Mixer 1291,Classic mixer from HarperCollins suitable for everyday use.,Books,HarperCollins,70453,30
Zebronics Plus Laptop 1292,Plus laptop from Zebronics suitable for everyday use.,Accessories,Zebronics,52256,53
Penguin Pro Bottle 1293,Pro bottle from Penguin suitable for everyday use.,Books,Penguin,66912,29
Cosco Classic Book 1294,Classic book from Cosco suitable for everyday use.,Sports,Cosco,90045,126
Nivea Elite Jeans 1295,Elite jeans from Nivea suitable for everyday use.,Beauty,Nivea,108783,193
Puma Max Phone 1296,Max phone from Puma suitable for everyday use.,Footwear,Puma,27505,128
Nike Eco Mouse 1297,Eco mouse from Nike suitable for everyday use.,Footwear,Nike,140854,72
Boat Plus Headphones 1298,Plus headphones from Boat suitable for everyday use.,Accessories,Boat,59016,74
Penguin Smart Mixer 1299,Smart mixer from Penguin suitable for everyday use.,Books,Penguin,25659,38
SG Smart Jeans 1300,Smart jeans from SG suitable for everyday use.,Sports,SG,132024,196
SG Plus Watch 1301,Plus watch from SG suitable for everyday use.,Sports,SG,114522,127
Borosil Max Mixer 1302,Max mixer from Borosil suitable for everyday use.,Kitchen,Borosil,142769,83
Cosco Pro Bottle 1303,Pro bottle from Cosco suitable for everyday use.,Sports,Cosco,129774,28
Yonex Max Headphones 1304,Max headphones from Yonex suitable for everyday use.,Sports,Yonex,49827,120
Ikea Max Shirt 1305,Max shirt from Ikea suitable for everyday use.,Home,Ikea,142516,50
Levis Max Speaker 1306,Max speaker from Levis suitable for everyday use.,Clothing,Levis,81153,84
HP Smart Mouse 1307,Smart mouse from HP suitable for everyday use.,Electronics,HP,72202,38
Home Centre Ultra Book 1308,Ultra book from Home Centre suitable for everyday use.,Home,Home Centre,137674,142
Logitech Plus Speaker 1309,Plus speaker from Logitech suitable for everyday use.,Accessories,Logitech,125692,199
US Polo Premium Book 1310,Premium book from US Polo suitable for everyday use.,Clothing,US Polo,35081,10
Puma Smart Jeans 1311,Smart jeans from Puma suitable for everyday use.,Footwear,Puma,62888,38
Levis Elite Monitor 1312,Elite monitor from Levis suitable for everyday use.,Clothing,Levis,89366,172
Zebronics Classic Bottle 1313,Classic bottle from Zebronics suitable for everyday use.,Accessories,Zebronics,102124,119
Borosil Plus Phone 1314,Plus phone from Borosil suitable for everyday use.,Kitchen,Borosil,74379,195
Acer Premium Monitor 1315,Premium monitor from Acer suitable for everyday use.,Electronics,Acer,32749,184
Butterfly Eco Rice 1316,Eco rice from Butterfly suitable for everyday use.,Kitchen,Butterfly,125490,69
Packt Premium TV 1317,Premium tv from Packt suitable for everyday use.,Books,Packt,12321,20
Allen Solly Ultra Book 1318,Ultra book from Allen Solly suitable for everyday use.,Clothing,Allen Solly,88467,47
Nivia Plus Jeans 1319,Plus jeans from Nivia suitable for everyday use.,Sports,Nivia,97249,41
Nivea Premium Monitor 1320,Premium monitor from Nivea suitable for everyday use.,Beauty,Nivea,66944,197
Cello Smart Book 1321,Smart book from Cello suitable for everyday use.,Home,Cello,7838,133
Cosco Ultra Headphones 1322,Ultra headphones from Cosco suitable for everyday use.,Sports,Cosco,35679,190
Samsung Eco Backpack 1323,Eco backpack from Samsung suitable for everyday use.,Electronics,Samsung,108876,115
Levis Max Headphones 1324,Max headphones from Levis suitable for everyday use.,Clothing,Levis,13732,149
Boat Elite Backpack 1325,Elite backpack from Boat suitable for everyday use.,Accessories,Boat,23849,65
Borosil Pro TV 1326,Pro tv from Borosil suitable for everyday use.,Kitchen,Borosil,58442,78
Fortune Ultra Monitor 1327,Ultra monitor from Fortune suitable for everyday use.,Grocery,Fortune,41020,106
Nivia Pro Bottle 1328,Pro bottle from Nivia suitable for everyday use.,Sports,Nivia,70501,99
Cosco Premium Cream 1329,Premium cream from Cosco suitable for everyday use.,Sports,Cosco,22542,88
Aashirvaad Plus Cooker 1330,Plus cooker from Aashirvaad suitable for everyday use.,Grocery,Aashirvaad,139836,145
Aashirvaad Pro Rice 1331,Pro rice from Aashirvaad suitable for everyday use.,Grocery,Aashirvaad,120419,20
Skechers Premium Ball 1332,Premium ball from Skechers suitable for everyday use.,Footwear,Skechers,84667,28
Sony Elite Speaker 1333,Elite speaker from Sony suitable for everyday use.,Accessories,Sony,8282,133
Peter England Pro Shirt 1334,Pro shirt from Peter England suitable for everyday use.,Clothing,Peter England,140305,114
Allen Solly Lite Laptop 1335,Lite laptop from Allen Solly suitable for everyday use.,Clothing,Allen Solly,140129,28
Prestige Plus Shirt 1336,Plus shirt from Prestige suitable for everyday use.,Kitchen,Prestige,54609,118
Milton Ultra TV 1337,Ultra tv from Milton suitable for everyday use.,Kitchen,Milton,88894,163
HP Lite Shirt 1338,Lite shirt from HP suitable for everyday use.,Electronics,HP,22758,183
Samsung Premium Mixer 1339,Premium mixer from Samsung suitable for everyday use.,Electronics,Samsung,95034,89
Nestle Premium Headphones 1340,Premium headphones from Nestle suitable for everyday use.,Grocery,Nestle,12801,29
Borosil Plus Keyboard 1341,Plus keyboard from Borosil suitable for everyday use.,Kitchen,Borosil,140423,61
Levis Classic Phone 1342,Classic phone from Levis suitable for everyday use.,Clothing,Levis,65712,96
Milton Pro Watch 1343,Pro watch from Milton suitable for everyday use.,Kitchen,Milton,114121,19
Allen Solly Classic TV 1344,Classic tv from Allen Solly suitable for everyday use.,Clothing,Allen Solly,62287,58
Nivia Elite Shoes 1345,Elite shoes from Nivia suitable for everyday use.,Sports,Nivia,32763,145
Milton Smart Ball 1346,Smart ball from Milton suitable for everyday use.,Home,Milton,107573,129
Cello Ultra Keyboard 1347,Ultra keyboard from Cello suitable for everyday use.,Home,Cello,143854,17
Milton Premium Monitor 1348,Premium monitor from Milton suitable for everyday use.,Kitchen,Milton,18685,158
Nike Eco Keyboard 1349,Eco keyboard from Nike suitable for everyday use.,Footwear,Nike,149825,129
Peter England Plus Rice 1350,Plus rice from Peter England suitable for everyday use.,Clothing,Peter England,118267,43
Zebronics Classic Mixer 1351,Classic mixer from Zebronics suitable for everyday use.,Accessories,Zebronics,82585,127
Maybelline Smart Shoes 1352,Smart shoes from Maybelline suitable for everyday use.,Beauty,Maybelline,99097,118
Nivea Eco Bottle 1353,Eco bottle from Nivea suitable for everyday use.,Beauty,Nivea,56928,16
HarperCollins Ultra Shoes 1354,Ultra shoes from HarperCollins suitable for everyday use.,Books,HarperCollins,115946,40
Levis Ultra Monitor 1355,Ultra monitor from Levis suitable for everyday use.,Clothing,Levis,2812,149
Adidas Max Ball 1356,Max ball from Adidas suitable for everyday use.,Footwear,Adidas,11793,21
Boat Lite Shirt 1357,Lite shirt from Boat suitable for everyday use.,Accessories,Boat,40451,189
Portronics Ultra Watch 1358,Ultra watch from Portronics suitable for everyday use.,Accessories,Portronics,11651,104
HP Elite Book 1359,Elite book from HP suitable for everyday use.,Electronics,HP,26552,14
Zebronics Smart Phone 1360,Smart phone from Zebronics suitable for everyday use.,Accessories,Zebronics,144246,63
Cosco Classic Cream 1361,Classic cream from Cosco suitable for everyday use.,Sports,Cosco,113951,101
HarperCollins Classic Mixer 1362,Classic mixer from HarperCollins suitable for everyday use.,Books,HarperCollins,135968,91
Maybelline Eco Jeans 1363,Eco jeans from Maybelline suitable for everyday use.,Beauty,Maybelline,93273,27
Lakme Plus Backpack 1364,Plus backpack from Lakme suitable for everyday use.,Beauty,Lakme,99048,185
Yonex Eco Headphones 1365,Eco headphones from Yonex suitable for everyday use.,Sports,Yonex,5867,22
OReilly Smart Rice 1366,Smart rice from OReilly suitable for everyday use.,Books,OReilly,107025,33
Sony Elite Shoes 1367,Elite shoes from Sony suitable for everyday use.,Accessories,Sony,69272,124
Milton Smart TV 1368,Smart tv from Milton suitable for everyday use.,Kitchen,Milton,84997,99
Maybelline Elite Watch 1369,Elite watch from Maybelline suitable for everyday use.,Beauty,Maybelline,12721,22
Penguin Plus Backpack 1370,Plus backpack from Penguin suitable for everyday use.,Books,Penguin,42517,167
Nestle Lite Backpack 1371,Lite backpack from Nestle suitable for everyday use.,Grocery,Nestle,83478,51
Sony Max Shirt 1372,Max shirt from Sony suitable for everyday use.,Electronics,Sony,57129,159
Peter England Lite Mouse 1373,Lite mouse from Peter England suitable for everyday use.,Clothing,Peter England,135575,83
Penguin Lite Ball 1374,Lite ball from Penguin suitable for everyday use.,Books,Penguin,25345,118
Prestige Pro Laptop 1375,Pro laptop from Prestige suitable for everyday use.,Kitchen,Prestige,8170,15
Cosco Classic Mixer 1376,Classic mixer from Cosco suitable for everyday use.,Sports,Cosco,38620,90
Sony Premium Monitor 1377,Premium monitor from Sony suitable for everyday use.,Electronics,Sony,93107,190
Nivia Ultra Rice 1378,Ultra rice from Nivia suitable for everyday use.,Sports,Nivia,124172,74
Aashirvaad Premium TV 1379,Premium tv from Aashirvaad suitable for everyday use.,Grocery,Aashirvaad,122901,21
Boat Smart Rice 1380,Smart rice from Boat suitable for everyday use.,Accessories,Boat,33638,135
Allen Solly Classic Backpack 1381,Classic backpack from Allen Solly suitable for everyday use.,Clothing,Allen Solly,67813,59
Reebok Ultra Cooker 1382,Ultra cooker from Reebok suitable for everyday use.,Footwear,Reebok,69404,138
Yonex Plus Shoes 1383,Plus shoes from Yonex suitable for everyday use.,Sports,Yonex,64637,91
HP Elite Shoes 1384,Elite shoes from HP suitable for everyday use.,Electronics,HP,130735,38
Samsung Eco Laptop 1385,Eco laptop from Samsung suitable for everyday use.,Electronics,Samsung,80386,77
Apple Classic Jeans 1386,Classic jeans from Apple suitable for everyday use.,Electronics,Apple,23217,168
Milton Pro Speaker 1387,Pro speaker from Milton suitable for everyday use.,Home,Milton,46201,160
Nestle Classic Speaker 1388,Classic speaker from Nestle suitable for everyday use.,Grocery,Nestle,62718,16
Maybelline Eco Rice 1389,Eco rice from Maybelline suitable for everyday use.,Beauty,Maybelline,71516,155
Boat Premium Headphones 1390,Premium headphones from Boat suitable for everyday use.,Accessories,Boat,60482,74
Louis Philippe Max TV 1391,Max tv from Louis Philippe suitable for everyday use.,Clothing,Louis Philippe,77449,163
Levis Plus TV 1392,Plus tv from Levis suitable for everyday use.,Clothing,Levis,30972,6
Asus Pro Bottle 1393,Pro bottle from Asus suitable for everyday use.,Electronics,Asus,18869,68
Milton Eco Shirt 1394,Eco shirt from Milton suitable for everyday use.,Home,Milton,86565,49
HarperCollins Pro Monitor 1395,Pro monitor from HarperCollins suitable for everyday use.,Books,HarperCollins,21370,70
Milton Elite Jeans 1396,Elite jeans from Milton suitable for everyday use.,Home,Milton,49358,70
Yonex Smart Mouse 1397,Smart mouse from Yonex suitable for everyday use.,Sports,Yonex,70043,45
Cosco Classic Book 1398,Classic book from Cosco suitable for everyday use.,Sports,Cosco,80601,84
Reebok Max Watch 1399,Max watch from Reebok suitable for everyday use.,Footwear,Reebok,115012,188
Milton Eco Jeans 1400,Eco jeans from Milton suitable for everyday use.,Kitchen,Milton,48199,104
Louis Philippe Plus Watch 1401,Plus watch from Louis Philippe suitable for everyday use.,Clothing,Louis Philippe,34132,43
Acer Pro Cooker 1402,Pro cooker from Acer suitable for everyday use.,Electronics,Acer,136292,179
Fortune Eco Laptop 1403,Eco laptop from Fortune suitable for everyday use.,Grocery,Fortune,98492,45
Nivia Smart Mixer 1404,Smart mixer from Nivia suitable for everyday use.,Sports,Nivia,47994,62
Nivia Classic Phone 1405,Classic phone from Nivia suitable for everyday use.,Sports,Nivia,146569,107
Apple Ultra Headphones 1406,Ultra headphones from Apple suitable for everyday use.,Electronics,Apple,41363,88
Dell Max Cooker 1407,Max cooker from Dell suitable for everyday use.,Electronics,Dell,141138,190
HarperCollins Smart Rice 1408,Smart rice from HarperCollins suitable for everyday use.,Books,HarperCollins,41041,103
Maybelline Plus Shoes 1409,Plus shoes from Maybelline suitable for everyday use.,Beauty,Maybelline,42480,59
Home Centre Plus Cooker 1410,Plus cooker from Home Centre suitable for everyday use.,Home,Home Centre,10041,176
Nike Classic Cooker 1411,Classic cooker from Nike suitable for everyday use.,Footwear,Nike,69762,95
Milton Smart Cream 1412,Smart cream from Milton suitable for everyday use.,Home,Milton,109576,149
Penguin Max Monitor 1413,Max monitor from Penguin suitable for everyday use.,Books,Penguin,32731,45
Sony Pro Book 1414,Pro book from Sony suitable for everyday use.,Accessories,Sony,109178,82
Apple Lite Ball 1415,Lite ball from Apple suitable for everyday use.,Electronics,Apple,142611,107
Louis Philippe Premium Shoes 1416,Premium shoes from Louis Philippe suitable for everyday use.,Clothing,Louis Philippe,42963,110
Fortune Lite Monitor 1417,Lite monitor from Fortune suitable for everyday use.,Grocery,Fortune,113290,72
Loreal Premium Monitor 1418,Premium monitor from Loreal suitable for everyday use.,Beauty,Loreal,36065,129
HarperCollins Lite Monitor 1419,Lite monitor from HarperCollins suitable for everyday use.,Books,HarperCollins,61109,35
Zebronics Eco Headphones 1420,Eco headphones from Zebronics suitable for everyday use.,Accessories,Zebronics,114524,177
Milton Max TV 1421,Max tv from Milton suitable for everyday use.,Home,Milton,99277,67
Portronics Classic Monitor 1422,Classic monitor from Portronics suitable for everyday use.,Accessories,Portronics,104921,5
Butterfly Smart Phone 1423,Smart phone from Butterfly suitable for everyday use.,Kitchen,Butterfly,4029,3
OReilly Eco Watch 1424,Eco watch from OReilly suitable for everyday use.,Books,OReilly,66263,23
Packt Max Backpack 1425,Max backpack from Packt suitable for everyday use.,Books,Packt,64788,6
Lakme Premium Monitor 1426,Premium monitor from Lakme suitable for everyday use.,Beauty,Lakme,54143,173
Ikea Eco Rice 1427,Eco rice from Ikea suitable for everyday use.,Home,Ikea,107542,27
Louis Philippe Elite Mixer 1428,Elite mixer from Louis Philippe suitable for everyday use.,Clothing,Louis Philippe,148691,94
Puma Classic Backpack 1429,Classic backpack from Puma suitable for everyday use.,Footwear,Puma,71966,152
Ikea Ultra Phone 1430,Ultra phone from Ikea suitable for everyday use.,Home,Ikea,142427,86
Levis Plus TV 1431,Plus tv from Levis suitable for everyday use.,Clothing,Levis,131325,36
Sony Pro Book 1432,Pro book from Sony suitable for everyday use.,Accessories,Sony,136379,122
US Polo Lite Book 1433,Lite book from US Polo suitable for everyday use.,Clothing,US Polo,23849,182
Tata Plus Keyboard 1434,Plus keyboard from Tata suitable for everyday use.,Grocery,Tata,61724,110
Skechers Max Cooker 1435,Max cooker from Skechers suitable for everyday use.,Footwear,Skechers,51395,168
Portronics Classic Speaker 1436,Classic speaker from Portronics suitable for everyday use.,Accessories,Portronics,141980,24
Packt Max Watch 1437,Max watch from Packt suitable for everyday use.,Books,Packt,108356,122
Yonex Plus Ball 1438,Plus ball from Yonex suitable for everyday use.,Sports,Yonex,15672,69
Fortune Elite Mouse 1439,Elite mouse from Fortune suitable for everyday use.,Grocery,Fortune,80664,162
Ikea Ultra Mixer 1440,Ultra mixer from Ikea suitable for everyday use.,Home,Ikea,50396,9
Home Centre Eco Rice 1441,Eco rice from Home Centre suitable for everyday use.,Home,Home Centre,17741,26
Adidas Ultra Watch 1442,Ultra watch from Adidas suitable for everyday use.,Footwear,Adidas,9171,184
Asus Pro Keyboard 1443,Pro keyboard from Asus suitable for everyday use.,Electronics,Asus,127966,183
Nike Elite Bottle 1444,Elite bottle from Nike suitable for everyday use.,Footwear,Nike,132972,118
Portronics Premium Shoes 1445,Premium shoes from Portronics suitable for everyday use.,Accessories,Portronics,38924,123
Nivea Ultra Headphones 1446,Ultra headphones from Nivea suitable for everyday use.,Beauty,Nivea,89099,69
Fortune Smart Ball 1447,Smart ball from Fortune suitable for everyday use.,Grocery,Fortune,72348,15
Home Centre Classic Bottle 1448,Classic bottle from Home Centre suitable for everyday use.,Home,Home Centre,133833,98
Acer Elite Headphones 1449,Elite headphones from Acer suitable for everyday use.,Electronics,Acer,136406,65
Pigeon Max Shirt 1450,Max shirt from Pigeon suitable for everyday use.,Kitchen,Pigeon,56238,30
Puma Premium Rice 1451,Premium rice from Puma suitable for everyday use.,Footwear,Puma,77579,143
HarperCollins Smart Monitor 1452,Smart monitor from HarperCollins suitable for everyday use.,Books,HarperCollins,143748,81
Adidas Max Monitor 1453,Max monitor from Adidas suitable for everyday use.,Footwear,Adidas,134537,157
Lakme Eco TV 1454,Eco tv from Lakme suitable for everyday use.,Beauty,Lakme,119842,188
Nike Premium Speaker 1455,Premium speaker from Nike suitable for everyday use.,Footwear,Nike,105170,100
Pigeon Lite Cooker 1456,Lite cooker from Pigeon suitable for everyday use.,Kitchen,Pigeon,27481,135
Samsung Plus Ball 1457,Plus ball from Samsung suitable for everyday use.,Electronics,Samsung,98089,183
SG Lite Monitor 1458,Lite monitor from SG suitable for everyday use.,Sports,SG,79906,160
Prestige Classic Shoes 1459,Classic shoes from Prestige suitable for everyday use.,Kitchen,Prestige,14929,15
Cello Premium Laptop 1460,Premium laptop from Cello suitable for everyday use.,Home,Cello,22851,29
OReilly Lite Phone 1461,Lite phone from OReilly suitable for everyday use.,Books,OReilly,13766,114
Levis Elite Keyboard 1462,Elite keyboard from Levis suitable for everyday use.,Clothing,Levis,106566,136
Butterfly Classic Backpack 1463,Classic backpack from Butterfly suitable for everyday use.,Kitchen,Butterfly,87813,160
Milton Ultra Phone 1464,Ultra phone from Milton suitable for everyday use.,Home,Milton,112345,186
Adidas Lite Jeans 1465,Lite jeans from Adidas suitable for everyday use.,Footwear,Adidas,39901,111
SG Pro Shoes 1466,Pro shoes from SG suitable for everyday use.,Sports,SG,121210,91
Prestige Pro Shoes 1467,Pro shoes from Prestige suitable for everyday use.,Kitchen,Prestige,55713,185
Prestige Classic Rice 1468,Classic rice from Prestige suitable for everyday use.,Kitchen,Prestige,70418,45
SG Eco Laptop 1469,Eco laptop from SG suitable for everyday use.,Sports,SG,44956,147
Aashirvaad Smart Rice 1470,Smart rice from Aashirvaad suitable for everyday use.,Grocery,Aashirvaad,90932,60
Penguin Pro Cream 1471,Pro cream from Penguin suitable for everyday use.,Books,Penguin,80818,105
Sony Pro Laptop 1472,Pro laptop from Sony suitable for everyday use.,Accessories,Sony,115264,68
Nivia Max Backpack 1473,Max backpack from Nivia suitable for everyday use.,Sports,Nivia,50257,185
Borosil Pro Jeans 1474,Pro jeans from Borosil suitable for everyday use.,Kitchen,Borosil,126230,73
Cello Smart Keyboard 1475,Smart keyboard from Cello suitable for everyday use.,Home,Cello,96502,78
Maybelline Ultra Jeans 1476,Ultra jeans from Maybelline suitable for everyday use.,Beauty,Maybelline,40226,120
Logitech Elite Laptop 1477,Elite laptop from Logitech suitable for everyday use.,Accessories,Logitech,19106,92
Nestle Plus Jeans 1478,Plus jeans from Nestle suitable for everyday use.,Grocery,Nestle,95088,108
Nike Classic Mixer 1479,Classic mixer from Nike suitable for everyday use.,Footwear,Nike,142272,107
Maybelline Lite Mixer 1480,Lite mixer from Maybelline suitable for everyday use.,Beauty,Maybelline,93860,156
SG Ultra Mixer 1481,Ultra mixer from SG suitable for everyday use.,Sports,SG,28151,145
Levis Elite Mouse 1482,Elite mouse from Levis suitable for everyday use.,Clothing,Levis,30359,34
Nivia Max Book 1483,Max book from Nivia suitable for everyday use.,Sports,Nivia,101058,19
Peter England Classic Cream 1484,Classic cream from Peter England suitable for everyday use.,Clothing,Peter England,126667,177
Home Centre Plus Book 1485,Plus book from Home Centre suitable for everyday use.,Home,Home Centre,20903,200
Sony Smart Phone 1486,Smart phone from Sony suitable for everyday use.,Accessories,Sony,133678,101
Butterfly Ultra Cream 1487,Ultra cream from Butterfly suitable for everyday use.,Kitchen,Butterfly,148758,95
Nivea Premium Speaker 1488,Premium speaker from Nivea suitable for everyday use.,Beauty,Nivea,21116,89
Maybelline Elite Backpack 1489,Elite backpack from Maybelline suitable for everyday use.,Beauty,Maybelline,147713,81
Acer Lite Keyboard 1490,Lite keyboard from Acer suitable for everyday use.,Electronics,Acer,39238,4
Peter England Elite Shirt 1491,Elite shirt from Peter England suitable for everyday use.,Clothing,Peter England,86123,36
Portronics Plus Mouse 1492,Plus mouse from Portronics suitable for everyday use.,Accessories,Portronics,64327,181
Milton Lite TV 1493,Lite tv from Milton suitable for everyday use.,Home,Milton,18417,175
Apple Classic Jeans 1494,Classic jeans from Apple suitable for everyday use.,Electronics,Apple,7494,28
Nike Classic Shirt 1495,Classic shirt from Nike suitable for everyday use.,Footwear,Nike,68857,35
Home Centre Plus Backpack 1496,Plus backpack from Home Centre suitable for everyday use.,Home,Home Centre,68447,197
HP Elite Rice 1497,Elite rice from HP suitable for everyday use.,Electronics,HP,36492,198
HarperCollins Classic Bottle 1498,Classic bottle from HarperCollins suitable for everyday use.,Books,HarperCollins,18279,139
Sony Ultra Shirt 1499,Ultra shirt from Sony suitable for everyday use.,Accessories,Sony,86360,174
Milton Max Jeans 1500,Max jeans from Milton suitable for everyday use.,Kitchen,Milton,54990,78
Packt Premium Jeans 1501,Premium jeans from Packt suitable for everyday use.,Books,Packt,108215,81
Cello Max Phone 1502,Max phone from Cello suitable for everyday use.,Home,Cello,68281,53
Nike Smart Laptop 1503,Smart laptop from Nike suitable for everyday use.,Footwear,Nike,60892,97
Allen Solly Max Bottle 1504,Max bottle from Allen Solly suitable for everyday use.,Clothing,Allen Solly,143175,161
Allen Solly Lite TV 1505,Lite tv from Allen Solly suitable for everyday use.,Clothing,Allen Solly,37497,193
Penguin Eco Shirt 1506,Eco shirt from Penguin suitable for everyday use.,Books,Penguin,67180,69
Ikea Lite Monitor 1507,Lite monitor from Ikea suitable for everyday use.,Home,Ikea,63213,130
Nestle Eco Watch 1508,Eco watch from Nestle suitable for everyday use.,Grocery,Nestle,92843,62
Loreal Eco Book 1509,Eco book from Loreal suitable for everyday use.,Beauty,Loreal,146323,183
Maybelline Smart Mouse 1510,Smart mouse from Maybelline suitable for everyday use.,Beauty,Maybelline,91701,133
Loreal Smart Phone 1511,Smart phone from Loreal suitable for everyday use.,Beauty,Loreal,27021,91
Ikea Premium Book 1512,Premium book from Ikea suitable for everyday use.,Home,Ikea,4729,156
Apple Elite Cooker 1513,Elite cooker from Apple suitable for everyday use.,Electronics,Apple,20754,99
Milton Eco Headphones 1514,Eco headphones from Milton suitable for everyday use.,Kitchen,Milton,145789,154
Ikea Smart Phone 1515,Smart phone from Ikea suitable for everyday use.,Home,Ikea,72054,175
HP Elite Backpack 1516,Elite backpack from HP suitable for everyday use.,Electronics,HP,79359,191
Butterfly Pro Headphones 1517,Pro headphones from Butterfly suitable for everyday use.,Kitchen,Butterfly,47073,169
Peter England Pro Bottle 1518,Pro bottle from Peter England suitable for everyday use.,Clothing,Peter England,112056,36
Allen Solly Elite Backpack 1519,Elite backpack from Allen Solly suitable for everyday use.,Clothing,Allen Solly,115073,42
